siren,nom,annee,chiffre_affaires,resultat,marge_brute,excedent_brut_exploitation,resultat_exploitation,marge_nette,taux_marge_EBITDA,taux_marge_operationnelle,dettes_financieres,tresorerie,capacite_autofinancement,valeur_ajoutee,salaires_charges_sociales,BFR,ratio_endettement,autonomie_financiere,rentabilite_economique,rentabilite_fonds_propres,effectif
793165234,LAVE MONT LAVERIES MONTMARTRE,2024,387472,20598,391893,61132,42986,5.3,15.8,11.1,149849,32742,38745,98419,45651,-123789,0.7,39.2,4.5,11.6,2
793165234,LAVE MONT LAVERIES MONTMARTRE,2023,215810,2055,218380,15609,2224,1,7.2,1,183022,20305,15440,50605,36139,-116580,1,34.2,0.4,1.3,2
793165234,LAVE MONT LAVERIES MONTMARTRE,2022,165870,32909,0,0,0,,,,0,0,0,0,0,0,,,,,1
793165234,LAVE MONT LAVERIES MONTMARTRE,2021,117676,8620,121235,10659,8839,7.3,9.1,7.5,37791,8633,10439,18445,11118,-84287,0.2,50,3.5,7,
793165234,LAVE MONT LAVERIES MONTMARTRE,2020,130556,8815,0,0,0,,,,0,0,0,0,0,0,,,,,
793165234,LAVE MONT LAVERIES MONTMARTRE,2019,141434,22258,140950,27277,25859,15.7,19.3,18.3,35592,7647,23677,40150,11722,-85249,0.3,46.2,9.8,21.2,
793165234,LAVE MONT LAVERIES MONTMARTRE,2018,150590,27570,148907,29418,20696,18.3,19.5,13.7,57880,7743,36292,40315,9185,-79364,0.6,37.6,12.5,33.3,
793165234,LAVE MONT LAVERIES MONTMARTRE,2017,156868,13394,154718,26983,16943,8.5,17.2,10.8,104205,4530,23434,39570,10833,-114445,1.8,19.9,4.8,24.2,1
793165234,LAVE MONT LAVERIES MONTMARTRE,2016,0,,,,,,,,,,,,,,,,,,
793165234,LAVE MONT LAVERIES MONTMARTRE,2015,170537,14918,166283,32437,23031,8.7,19,13.5,168893,16143,24324,38269,4139,-106958,5.2,9.4,4.8,51,
793165234,LAVE MONT LAVERIES MONTMARTRE,2014,179345,11308,173730,29377,19467,6.3,16.4,10.9,199881,17257,21218,36651,1101,-98203,12.8,4.6,3.6,79,
444720593,FINANCIERE MENILMONTANT,2020,101817,-4544,108256,-2795,-3836,-4.5,-2.7,-3.8,43342,53885,-3503,37871,62561,-3495,-0.5,27.3,-5.8,-21.1,
444720593,FINANCIERE MENILMONTANT,2019,147666,14008,0,0,0,,,,0,0,0,0,0,0,,,,,
444720593,FINANCIERE MENILMONTANT,2018,146507,8040,143722,13595,9193,5.5,9.3,6.3,21110,21003,12442,72560,58565,-1168,0,24.4,16.3,66.9,
444720593,FINANCIERE MENILMONTANT,2017,151943,5899,152073,5679,-952,3.9,3.7,-0.6,24860,12609,12530,75320,70349,-1101,3.1,8,11.8,148,
444720593,FINANCIERE MENILMONTANT,2016,150264,2158,149012,500,-7727,1.4,0.3,-5.1,31839,16360,10385,68750,65673,-10403,-8.1,-3.4,3.8,-112.8,
444720593,FINANCIERE MENILMONTANT,2015,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,
381354810,STARWASH,2024,450044,155934,444911,206259,198272,34.6,45.8,44.1,26552,865172,163921,223661,10991,2628,-0.9,93.9,15.7,16.8,
381354810,STARWASH,2023,396832,136663,488889,89524,170196,34.4,22.6,42.9,54340,786531,152531,101340,6092,-54863,-0.9,87,15.3,17.6,
381354810,STARWASH,2022,308310,50878,311102,83151,64988,16.5,27,21.1,83266,618916,69041,90890,10522,-10154,-0.8,80.1,6.4,8,
381354810,STARWASH,2021,269007,13240,265080,31196,14592,4.9,11.6,5.4,105118,578696,29844,59242,22730,-18046,-0.8,81.2,1.8,2.3,
381354810,STARWASH,2020,262597,-14760,258078,4836,-13534,-5.6,1.8,-5.2,113694,558702,3610,33007,24511,-8449,-0.8,81,-2.1,-2.6,
381354810,STARWASH,2019,316972,190271,314601,32565,16092,60,10.3,5.1,38864,488315,210744,66490,27317,-13875,-0.8,89.9,29.1,32.3,
381354810,STARWASH,2018,338250,14578,328530,37231,16294,4.3,11,4.8,46971,262908,35515,68775,26627,-12471,-0.5,84.4,3.1,3.7,
381354810,STARWASH,2017,362575,35079,354229,60386,41856,9.7,16.7,11.5,54781,232912,53609,93765,26781,-10553,-0.5,82.3,7.5,9.1,
381354810,STARWASH,2016,395766,52243,384217,81925,69160,13.2,20.7,17.5,62304,251500,65008,104860,18916,-55244,-0.5,73.2,11,15,
413153859,LAVERIE MAISONS ALFORT,2024,108452,25176,109083,4865,3588,23.2,4.5,3.3,14410,14214,26453,8650,,-20788,0,42.5,16.1,37.9,
413153859,LAVERIE MAISONS ALFORT,2023,108027,16467,0,0,0,,,,0,0,0,0,,0,,,,,
413153859,LAVERIE MAISONS ALFORT,2022,111226,-8256,0,0,0,,,,0,0,0,0,0,0,,,,,
413153859,LAVERIE MAISONS ALFORT,2021,99489,-23173,0,0,0,,,,0,0,0,0,0,0,,,,,
413153859,LAVERIE MAISONS ALFORT,2020,91739,-19037,91739,-19885,-25093,-20.8,-21.7,-27.4,28000,27855,-13828,-7292,10840,-62857,0,35.8,-12.1,-33.9,
413153859,LAVERIE MAISONS ALFORT,2019,114875,1196,0,0,0,,,,0,0,0,0,0,0,,,,,
413153859,LAVERIE MAISONS ALFORT,2018,119444,757,0,0,0,,,,,0,0,0,0,0,,,,,
413153859,LAVERIE MAISONS ALFORT,2017,120732,13259,0,0,0,,,,,0,0,0,0,0,,,,,
413153859,LAVERIE MAISONS ALFORT,2016,126602,7238,0,0,0,,,,0,0,0,0,0,0,,,,,
413153859,LAVERIE MAISONS ALFORT,2015,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,
903047975,SARL FASO,2023,7460,2175,31947,-21409,2613,29.2,-287,35,20000,5886,2641,-20956,,-8699,4,9.8,6.1,61.9,
903047975,SARL FASO,2022,12313,697,12314,961,761,5.7,7.8,6.2,20000,3184,897,960,,-1559,12.6,5.8,3,52.2,
391394707,VOLTAIRE LAVERIE,2024,36119,-3438,35555,5349,961,-9.5,14.8,2.7,5730,37527,950,11121,4992,-12274,-0.5,70.2,-4,-5.6,
391394707,VOLTAIRE LAVERIE,2023,0,54898,613,-1202,-1202,,,,114,29560,54898,-1816,0,10605,-0.5,93.2,79.4,85.2,
391394707,VOLTAIRE LAVERIE,2022,31805,144214,31300,-8876,-10118,453.4,-27.9,-31.8,28278,210859,146582,3502,10567,-53429,-1.2,65.1,61.1,93.9,
391394707,VOLTAIRE LAVERIE,2018,63095,7062,61943,5687,1547,11.2,9,2.5,,1361,11202,16560,9451,-7501,0,86,6.9,8,1
391394707,VOLTAIRE LAVERIE,2017,69267,7200,69851,7945,7134,10.4,11.5,10.3,0,35357,10241,18611,9025,-32699,-0.3,74.7,5.3,7.1,1
391394707,VOLTAIRE LAVERIE,2016,64164,-154,63672,5466,2399,-0.2,8.5,3.7,4652,54209,3894,16337,8855,-21741,-0.4,77.2,-0.1,-0.1,
954046835,FIRELAV,2024,213225,20724,214397,78854,27084,9.7,37,12.7,111464,87429,72494,93924,,-390342,0.8,5.7,3.9,67.5,
850855065,LAVERIE N12,2021,19987,-5406,19987,-3415,-5015,-27,-17.1,-25.1,42536,,-3806,-2966,,-11658,-4.5,-20.3,-11.7,57.4,
850855065,LAVERIE N12,2020,22084,-4513,22042,-2597,-4057,-20.4,-11.8,-18.4,47327,,-3053,-2970,,-3060,-11.8,-8.6,-9.7,112.5,
519882377,LAVERIE FJL,2019,26712,-171,26240,272,-171,-0.6,1,-0.6,,5399,272,868,,-665,-0.2,97.7,-0.6,-0.6,
519882377,LAVERIE FJL,2018,26603,691,0,0,0,,,,,0,0,0,,0,,,,,
519882377,LAVERIE FJL,2017,27491,1711,,,,,,,,,,,,,,,,,
519882377,LAVERIE FJL,2016,25765,3425,24964,4551,4029,13.3,17.7,15.6,,13932,3947,5330,,-11144,-0.5,68.4,9.1,13.3,
519882377,LAVERIE FJL,2015,0,0,0,0,0,,,,,0,0,0,,0,,,,,
519882377,LAVERIE FJL,2014,0,0,0,0,0,,,,,0,0,0,,0,,,,,
883135089,CONCEPT LAV'ECO,2022,32100,1439,31151,5097,1693,4.5,15.9,5.3,,20098,4843,5634,,-57506,-3.7,8.6,2.3,26.7,
883135089,CONCEPT LAV'ECO,2021,25996,739,26123,4507,869,2.8,17.3,3.3,,8078,4376,4733,,-50329,-2,7.2,1.4,18.7,
883135089,CONCEPT LAV'ECO,2020,16944,216,16224,2006,254,1.3,11.8,1.5,,5585,1968,2952,,-49912,-1.7,6,0.4,6.7,
531057867,YS LAVERIE,2020,19443,3660,19443,3660,3660,18.8,18.8,18.8,,7419,3660,673,,-34063,-5.5,3.8,10.3,269.9,
531057867,YS LAVERIE,2019,25680,671,25747,1511,671,2.6,5.9,2.6,,3910,1511,1860,,-34214,1.7,-7.2,2.1,-29.1,
530772086,LES LAVERIES DE PARIS,2015,38863,14309,37653,-9180,-11837,36.8,-23.6,-30.5,0,11195,16965,-8309,,-25140,1.6,-29.8,59.4,-199.2,
530772086,LES LAVERIES DE PARIS,2014,67325,-2510,66308,2406,-720,-3.7,3.6,-1.1,14153,5631,617,3179,,-22389,-0.4,-92.8,-10.8,11.7,
507831709,ELECTR'EAU LAV,2018,144588,-513,139507,3843,-32,-0.4,2.7,0,170,14701,3362,32770,23823,-94545,-1.2,10.6,-0.5,-4.4,
507831709,ELECTR'EAU LAV,2017,127744,2208,123015,7338,3220,1.7,5.7,2.5,154,18052,6325,16629,6114,-97322,-1.5,11.1,2,18,1
507831709,ELECTR'EAU LAV,2016,144050,6974,120995,11295,7736,4.8,7.8,5.4,140,25618,10533,19484,5945,-102267,-2.5,8.8,6.1,69.3,
809487739,AU FIL DE L'EAU,2025,18868,-2400,18814,-2080,-2400,-12.7,-11,-12.7,,9525,-2081,-1007,,-28137,0.5,-190.7,-24.7,12.9,
809487739,AU FIL DE L'EAU,2024,10861,-1746,0,0,0,,,,,0,0,0,,0,,,,,
809487739,AU FIL DE L'EAU,2023,13278,-1630,0,0,0,,,,,0,0,0,,0,,,,,
809487739,AU FIL DE L'EAU,2022,8287,-4719,8176,-2960,-4719,-56.9,-35.7,-56.9,,7033,-2960,-2111,,-23939,0.6,-103.3,-38.1,36.9,
809487739,AU FIL DE L'EAU,2021,10395,2275,0,0,0,,,,,0,0,0,,0,,,,,
809487739,AU FIL DE L'EAU,2020,14453,1563,0,0,0,,,,,0,0,0,,0,,,,,
809487739,AU FIL DE L'EAU,2019,17461,-1531,0,0,0,,,,,0,0,0,,0,,,,,
809487739,AU FIL DE L'EAU,2018,23572,3589,0,0,0,,,,0,0,0,0,,0,,,,,
809487739,AU FIL DE L'EAU,2016,15161,-5422,14584,4960,-4846,-35.8,32.7,-32,29188,1604,4384,5137,,-23538,-2.4,-27.7,-12.9,46.5,
483359030,LE FER A LA MAIN,2023,8433,-4413,8457,-5950,-4413,-52.3,-70.6,-52.3,7226,7309,-5949,-2710,2818,-2046,0,14.3,-30.6,-213.7,
483359030,LE FER A LA MAIN,2022,8707,-2251,8707,-2099,-2251,-25.9,-24.1,-25.9,0,7394,-2099,-1636,0,-3407,-1.1,48.4,-16.8,-34.7,
483359030,LE FER A LA MAIN,2021,5679,2525,0,0,0,,,,,0,0,0,,0,,,,,
483359030,LE FER A LA MAIN,2020,8738,2674,0,0,0,,,,,0,0,0,0,0,,,,,
483359030,LE FER A LA MAIN,2019,12821,-12,0,0,0,,,,,0,0,0,0,0,,,,,
483359030,LE FER A LA MAIN,2018,14034,5,14485,224,203,0,1.6,1.4,,554,26,1374,1138,76,-0.2,46.9,0.1,0.1,
483359030,LE FER A LA MAIN,2017,11449,-7,0,0,0,,,,,0,0,0,0,0,,,,,
483359030,LE FER A LA MAIN,2016,13755,9903,13731,-2067,-2984,72,-15,-21.7,4052,8984,10820,-279,1097,-3421,-1.4,30.2,84.4,279.4,
483359030,LE FER A LA MAIN,2015,14546,286,15335,499,352,2,3.4,2.4,18895,13367,1286,2414,1164,-3778,-0.9,-38.9,1.7,-4.5,
414759100,CLISSON LAVA,2021,127279,9154,118219,11179,9259,7.2,8.8,7.3,108,13253,11075,38282,25398,-46108,-0.7,27.3,13.5,49.4,1
414759100,CLISSON LAVA,2020,107982,-9498,0,0,0,,,,0,0,0,0,0,0,,,,,1
414759100,CLISSON LAVA,2019,132966,7907,0,0,0,,,,0,0,0,0,0,0,,,,,1
414759100,CLISSON LAVA,2018,134634,6755,0,0,0,,,,0,0,0,0,0,0,,,,,0
414759100,CLISSON LAVA,2017,117177,341,107049,1823,607,0.3,1.6,0.5,2237,4220,1557,29560,25679,-56823,-0.5,6,0.5,8.1,
414759100,CLISSON LAVA,2016,110587,-2368,102445,-1849,-2054,-2.1,-1.7,-1.9,44657,11715,-2163,26426,25615,-18294,8.5,5.6,-3.4,-61,
414759100,CLISSON LAVA,2015,110521,654,102340,1144,808,0.6,1,0.7,,9801,990,29297,25480,-54715,-1.6,9.7,1,10.5,
377823844,NMJP,2024,332545,153437,337942,81939,64574,46.1,24.6,19.4,38730,143642,170802,81527,5977,126331,-0.2,78,22.8,29.3,
377823844,NMJP,2023,323390,45439,320942,72855,55390,14.1,22.5,17.1,54730,143556,62904,84267,10054,-32256,-0.2,79.9,9.8,12.3,
377823844,NMJP,2022,249202,30638,248415,52919,35696,12.3,21.2,14.3,70621,91776,47861,65976,12243,-27020,-0.1,76.1,7.2,9.4,
377823844,NMJP,2021,174101,-4925,171849,7740,-4805,-2.8,4.4,-2.8,48000,57883,7620,22161,12978,-19187,0,80.4,-1.3,-1.7,
377823844,NMJP,2020,156600,-18820,153396,-12662,-18820,-12,-8.1,-12,70000,63655,-12662,947,11068,-6728,0,76.3,-4.8,-6.3,
377823844,NMJP,2019,194836,7819,190898,12838,9199,4,6.6,4.7,0,45162,11458,30568,13132,-6820,-0.1,91.6,2.3,2.5,
377823844,NMJP,2018,204679,22697,198417,26383,25881,11.1,12.9,12.6,,77439,23199,44160,13513,-21054,-0.2,91.8,6.7,7.3,
377823844,NMJP,2017,191766,10791,186465,12696,11730,5.6,6.6,6.1,,49526,11757,30497,13477,-10326,-0.2,92.7,3.5,3.8,
377823844,NMJP,2016,207984,13534,199978,17171,15043,6.5,8.3,7.2,,38864,15662,36716,14434,-11351,-0.1,94.5,4.6,4.9,
851425827,G M LAVERIE,2023,64674,3069,16831,5579,3099,4.7,8.6,4.8,73947,9744,13708,5581,,2678,-27.6,-2.7,3.5,-131.9,
851425827,G M LAVERIE,2022,76431,916,13732,9555,916,1.2,12.5,1.2,73629,756,11555,9556,,-1361,-13.5,-7,1.2,-17,
851425827,G M LAVERIE,2020,42494,-10035,48586,-7247,-9244,-23.6,-17.1,-21.8,93198,2450,-1946,-7246,,-6035,-9.7,-10.4,-11.1,107.5,
851425827,G M LAVERIE,2019,0,-300,0,-300,-300,,,,30360,31000,-300,-300,,60,-0.9,2.3,-1,-42.9,
790116032,LAVERIE MJ,2017,72875,2496,72876,13852,2496,3.4,19,3.4,,32527,13852,15661,,-138657,-9,2.5,1.8,69.4,
790116032,LAVERIE MJ,2016,67624,1217,67624,12394,1217,1.8,18.3,1.8,,19321,12394,14229,,-137527,-8.7,1.6,0.9,54.9,
790116032,LAVERIE MJ,2015,60838,-1934,60838,2981,-1934,-3.2,4.9,-3.2,,14009,2980,5484,,-141013,15,-0.7,-1.4,207.1,
790116032,LAVERIE MJ,2014,40159,5996,40159,7275,5996,14.9,18.1,14.9,,8637,7275,7598,,-9361,-1.2,36.4,31.2,85.7,
790116032,LAVERIE MJ,2013,46878,6831,46882,7111,6831,14.6,15.2,14.6,,21797,7111,8143,,-21034,-2.8,26,22.7,87.2,
803883990,HBJJ,2021,56611,8056,46759,15079,9478,14.2,26.6,16.7,,18717,13655,28500,12404,-32483,-0.6,47,12.6,26.8,
803883990,HBJJ,2020,0,0,0,0,0,,,,,0,0,0,0,0,,,,,
308240308,PRIBA SARL,2022,97282,4775,96533,6682,5618,4.9,6.9,5.8,8247,79872,5839,34804,25291,-934,-0.6,82.9,3.1,3.8,
308240308,PRIBA SARL,2021,82362,4112,82015,5695,4278,5,6.9,5.2,,66149,5529,25564,19427,-1020,-0.5,85.7,2.9,3.4,
308240308,PRIBA SARL,2020,93133,1210,0,0,0,,,,,0,0,0,0,0,,,,,
308240308,PRIBA SARL,2019,117311,-846,116017,2539,-846,-0.7,2.2,-0.7,15747,80358,2539,51216,43826,-7529,-0.6,71.9,-0.5,-0.7,
308240308,PRIBA SARL,2018,125258,5186,123631,6105,-1528,4.1,4.9,-1.2,,77562,12816,62805,52331,-23018,-0.7,78.8,3.5,4.4,
308240308,PRIBA SARL,2017,147589,-3585,145666,14142,-3488,-2.4,9.6,-2.4,,35897,14044,67763,50107,-32151,-0.3,74.3,-2.4,-3.2,
308240308,PRIBA SARL,2016,159380,7177,156694,31548,8701,4.5,19.8,5.5,5486,33125,30020,80294,44699,-30930,-0.2,75.3,4.6,6.2,
308240308,PRIBA SARL,2015,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,
308240308,PRIBA SARL,2014,0,0,0,0,0,,,,0,0,0,0,0,0,,,,,
529440372,LAVOTRONIC,2016,84578,4358,83751,33162,4356,5.2,39.2,5.2,109000,16260,33164,35502,,-5147,1.2,40.1,2.3,5.7,
841717416,SS SWHAT SERVICE,2023,2070,31489,2070,-1338,-1972,1521.2,-64.6,-95.3,23553,6725,32123,-1255,,33919,1,42.1,77.5,184.2,
841717416,SS SWHAT SERVICE,2022,39445,357,39445,10581,907,0.9,26.8,2.3,49071,2061,10031,11508,,-6147,-3.3,-35.2,0.9,-2.5,
841717416,SS SWHAT SERVICE,2021,37267,3300,37267,13485,3811,8.9,36.2,10.2,61281,2316,12974,14408,,-4223,-4,-28.4,6.4,-22.4,
841717416,SS SWHAT SERVICE,2020,34555,511,34556,10796,1122,1.5,31.2,3.2,71825,1299,10185,11635,,-5635,-3.9,-30.4,0.9,-2.8,
841717416,SS SWHAT SERVICE,2019,24185,-12765,0,0,0,,,,0,0,0,0,,0,,,,,
841717416,SS SWHAT SERVICE,2018,0,-6801,0,-6765,-6777,,,,85825,50010,-6789,-6766,0,25436,-6.2,-7.2,-8.5,117.2,
383474947,DELROCHE,2015,93282,6137,84765,7900,7369,6.6,8.5,7.9,5093,5443,6668,24487,15907,-5793,0,83.6,5.4,6.5,
383474947,DELROCHE,2014,88969,5440,94603,10450,9671,6.1,11.7,10.9,18,1530,6219,31350,20093,-7114,0,82.2,5.1,6.2,
383474947,DELROCHE,2013,87388,4586,85631,9018,7333,5.2,10.3,8.4,2083,7646,6271,24509,15265,-17385,-0.1,78.4,4.3,5.5,
844765032,BUBBLE WASH,2022,34096,20723,21769,2599,2598,60.8,7.6,7.6,60048,5973,20723,2599,,4390,11.6,6.3,28,444.4,
844765032,BUBBLE WASH,2021,25800,-18057,25800,-6994,-18893,-70,-27.1,-73.2,63325,5247,-6158,-6602,,-12329,-3.6,-22.4,-25.2,112.4,
410726376,LA LAVERIE DA LA BOURSE,2023,23096,-3569,23098,-2858,-2857,-15.5,-12.4,-12.4,,2370,-3569,-1719,,-7663,0.5,-187.3,-127.1,67.9,
410726376,LA LAVERIE DA LA BOURSE,2022,19103,1344,0,0,0,,,,,0,0,0,,0,,,,,
410726376,LA LAVERIE DA LA BOURSE,2021,10417,773,0,0,0,,,,,0,0,0,,0,,,,,
410726376,LA LAVERIE DA LA BOURSE,2020,7050,1742,0,0,0,,,,,0,0,0,,0,,,,,
410726376,LA LAVERIE DA LA BOURSE,2017,6300,-4931,6300,-4931,-4931,-78.3,-78.3,-78.3,,7639,-4931,920,,-27064,0.4,-248.3,-63.1,25.4,
410726376,LA LAVERIE DA LA BOURSE,2016,12000,-13362,12000,-13362,-13362,-111.3,-111.3,-111.3,,7639,-13362,-6300,,-22134,0.5,-178.7,-165.1,92.4,
410726376,LA LAVERIE DA LA BOURSE,2015,9450,-4015,8874,-4015,-4015,-42.5,-42.5,-42.5,,8039,-4015,1836,,-9171,7.3,-5.3,-19.2,365,
410726376,LA LAVERIE DA LA BOURSE,2014,21513,-944,21513,-943,-944,-4.4,-4.4,-4.4,,8039,-944,270,,-5157,-2.8,12.4,-4,-32.4,
352020838,LAVERIE TELEGRAPHE,2021,69245,-5176,68651,1641,-5178,-7.5,2.4,-7.5,20000,19238,1637,22258,21000,-47743,0,20.9,-4.4,-21.2,
352020838,LAVERIE TELEGRAPHE,2020,54695,-24908,0,0,0,,,,0,0,0,0,0,0,,,,,
352020838,LAVERIE TELEGRAPHE,2019,58530,-4324,60543,1405,-4256,-7.4,2.4,-7.3,20000,10442,1337,18434,18637,-7611,0.2,49.3,-3.9,-7.9,
352020838,LAVERIE TELEGRAPHE,2018,55518,13630,0,0,0,,,,0,0,0,0,0,0,,,,,
